age_CE,93007A_raw,93012A_raw,93024A_raw,93026A_raw,93191A_raw,93191B_raw,93192A_raw,93192B_raw,93193A_raw,93193B_raw,93194A_raw,93194B_raw,93195A_raw,93195B_raw,93196A_raw,93196B_raw,93197A_raw,93197B_raw,93198A_raw,93198B_raw,93199A_raw,93199B_raw,93200A_raw,93200B_raw,95232A_raw,95232B_raw,95233A_raw,95234A_raw,95234B_raw,95235A_raw,95238A_raw,95239A_raw,95239B_raw,95240A_raw,95240B_raw,95241A_raw,95242A_raw,95242B_raw,95243A_raw,95244A_raw,95244B_raw,95245A_raw,95246A_raw,96625A_raw,96626A_raw,96626B_raw,96627A_raw,96628A_raw,96629A_raw,96629B_raw,990011_raw,990031_raw,990100_raw,990110_raw,990121_raw,990131_raw,990141_raw,990151_raw,990161_raw,990181_raw,990191_raw,990201_raw,990211_raw,990549_raw,990552_raw,MC0001_raw,MC0002_raw,MC0011_raw,MC0012_raw,MC0021_raw,MC0022_raw,MC0031_raw,MC0032_raw,MC0041_raw,MC0042_raw,MC0051_raw,MC0052_raw,MC0061_raw,MC0062_raw,MC0071_raw,MC0072_raw,MC0081_raw,MC0082_raw,MC0091_raw,MC0092_raw,MC0101_raw,MC0102_raw,MC0112_raw,MC0121_raw,MC0122_raw,MC0141_raw,MC0142_raw,MS0001_raw,MS0004_raw,MS0005_raw,MS0007_raw,MS0008_raw,MS0010_raw,MS0012_raw,MS0014_raw,MS0015_raw,MS0016_raw,MS0017_raw,MS0018_raw,MS0019_raw,MS0020_raw,MS0021_raw,MS0023_raw,MS0024_raw,MS0025_raw,MS0026_raw,MS0027_raw,MS0028_raw,MS0029_raw,MS0030_raw,MS0031_raw,MS0032_raw,MS0033_raw,MS0034_raw,MS0035_raw,MS0036_raw,MS0037_raw,93007A_raw_outlier_flag,93012A_raw_outlier_flag,93024A_raw_outlier_flag,93026A_raw_outlier_flag,93191A_raw_outlier_flag,93191B_raw_outlier_flag,93192A_raw_outlier_flag,93192B_raw_outlier_flag,93193A_raw_outlier_flag,93193B_raw_outlier_flag,93194A_raw_outlier_flag,93194B_raw_outlier_flag,93195A_raw_outlier_flag,93195B_raw_outlier_flag,93196A_raw_outlier_flag,93196B_raw_outlier_flag,93197A_raw_outlier_flag,93197B_raw_outlier_flag,93198A_raw_outlier_flag,93198B_raw_outlier_flag,93199A_raw_outlier_flag,93199B_raw_outlier_flag,93200A_raw_outlier_flag,93200B_raw_outlier_flag,95232A_raw_outlier_flag,95232B_raw_outlier_flag,95233A_raw_outlier_flag,95234A_raw_outlier_flag,95234B_raw_outlier_flag,95235A_raw_outlier_flag,95238A_raw_outlier_flag,95239A_raw_outlier_flag,95239B_raw_outlier_flag,95240A_raw_outlier_flag,95240B_raw_outlier_flag,95241A_raw_outlier_flag,95242A_raw_outlier_flag,95242B_raw_outlier_flag,95243A_raw_outlier_flag,95244A_raw_outlier_flag,95244B_raw_outlier_flag,95245A_raw_outlier_flag,95246A_raw_outlier_flag,96625A_raw_outlier_flag,96626A_raw_outlier_flag,96626B_raw_outlier_flag,96627A_raw_outlier_flag,96628A_raw_outlier_flag,96629A_raw_outlier_flag,96629B_raw_outlier_flag,990011_raw_outlier_flag,990031_raw_outlier_flag,990100_raw_outlier_flag,990110_raw_outlier_flag,990121_raw_outlier_flag,990131_raw_outlier_flag,990141_raw_outlier_flag,990151_raw_outlier_flag,990161_raw_outlier_flag,990181_raw_outlier_flag,990191_raw_outlier_flag,990201_raw_outlier_flag,990211_raw_outlier_flag,990549_raw_outlier_flag,990552_raw_outlier_flag,MC0001_raw_outlier_flag,MC0002_raw_outlier_flag,MC0011_raw_outlier_flag,MC0012_raw_outlier_flag,MC0021_raw_outlier_flag,MC0022_raw_outlier_flag,MC0031_raw_outlier_flag,MC0032_raw_outlier_flag,MC0041_raw_outlier_flag,MC0042_raw_outlier_flag,MC0051_raw_outlier_flag,MC0052_raw_outlier_flag,MC0061_raw_outlier_flag,MC0062_raw_outlier_flag,MC0071_raw_outlier_flag,MC0072_raw_outlier_flag,MC0081_raw_outlier_flag,MC0082_raw_outlier_flag,MC0091_raw_outlier_flag,MC0092_raw_outlier_flag,MC0101_raw_outlier_flag,MC0102_raw_outlier_flag,MC0112_raw_outlier_flag,MC0121_raw_outlier_flag,MC0122_raw_outlier_flag,MC0141_raw_outlier_flag,MC0142_raw_outlier_flag,MS0001_raw_outlier_flag,MS0004_raw_outlier_flag,MS0005_raw_outlier_flag,MS0007_raw_outlier_flag,MS0008_raw_outlier_flag,MS0010_raw_outlier_flag,MS0012_raw_outlier_flag,MS0014_raw_outlier_flag,MS0015_raw_outlier_flag,MS0016_raw_outlier_flag,MS0017_raw_outlier_flag,MS0018_raw_outlier_flag,MS0019_raw_outlier_flag,MS0020_raw_outlier_flag,MS0021_raw_outlier_flag,MS0023_raw_outlier_flag,MS0024_raw_outlier_flag,MS0025_raw_outlier_flag,MS0026_raw_outlier_flag,MS0027_raw_outlier_flag,MS0028_raw_outlier_flag,MS0029_raw_outlier_flag,MS0030_raw_outlier_flag,MS0031_raw_outlier_flag,MS0032_raw_outlier_flag,MS0033_raw_outlier_flag,MS0034_raw_outlier_flag,MS0035_raw_outlier_flag,MS0036_raw_outlier_flag,MS0037_raw_outlier_flag
1410,0.08,0.18,0.17,NA,NA,NA,0.12,NA,NA,NA,0.09,0.07,0.22,NA,0.17,0.07,NA,NA,NA,0.07,NA,NA,NA,0.11,NA,NA,NA,0.09,0.07,0.28,0.23,0.16,0.18,0.12,0.25,0.23,NA,0.2,0.12,NA,NA,NA,NA,0.21,0.19,NA,0.14,0.26,NA,NA,0.31,0.22,0.3,0.36,0.45,0.35,0.16,0.26,0.13,0.22,0.06,0.17,0.09,0.1,0.15,0.32,0.34,0.14,NA,0.15,0.09,NA,NA,0.18,0.13,0.17,0.09,NA,NA,NA,NA,NA,NA,NA,0.25,0.32,0.29,NA,0.26,0.3,0.44,0.33,0.14,0.33,NA,0.19,0.06,0.18,0.21,0.09,0.4,0.16,0.09,0.12,0.25,0.18,0.13,0.12,0.18,0.28,0.17,0.34,0.12,0.29,0.11,0.09,NA,0.17,0.11,0.04,0.05,0.22,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1411,0.18,0.17,0.19,NA,NA,NA,0.27,NA,NA,NA,0.13,0.06,0.2,NA,0.33,0.21,NA,NA,NA,0.09,NA,NA,NA,0.33,NA,NA,NA,0.2,0.27,0.52,0.35,0.27,0.24,0.17,0.28,0.31,NA,0.24,0.16,NA,NA,NA,NA,0.25,0.31,NA,0.13,0.33,NA,NA,0.43,0.21,0.43,0.44,0.5,0.31,0.23,0.33,0.14,0.35,0.13,0.31,0.14,0.14,0.11,0.42,0.49,0.15,NA,0.21,0.1,NA,NA,0.25,0.17,0.16,0.13,NA,NA,NA,NA,NA,NA,NA,0.37,0.39,0.4,NA,0.36,0.39,0.57,0.34,0.27,0.23,NA,0.29,0.07,0.22,0.3,0.2,0.48,0.14,0.18,0.08,0.27,0.4,0.17,0.18,0.22,0.27,0.23,0.34,0.25,0.31,0.12,0.08,NA,0.14,0.07,0.18,0.11,0.26,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1412,0.17,0.16,0.14,NA,NA,NA,0.29,NA,NA,NA,0.12,0.1,0.22,NA,0.45,0.18,NA,NA,NA,0.14,NA,NA,NA,0.41,NA,NA,NA,0.25,0.23,0.35,0.14,0.18,0.31,0.07,0.29,0.22,NA,0.18,0.26,NA,NA,NA,NA,0.21,0.34,NA,0.17,0.34,NA,NA,0.28,0.19,0.42,0.28,0.46,0.3,0.18,0.27,0.15,0.38,0.06,0.24,0.07,0.1,0.13,0.56,0.5,0.05,NA,0.1,0.08,NA,NA,0.2,0.1,0.19,0.11,NA,NA,NA,NA,NA,NA,NA,0.31,0.27,0.37,NA,0.41,0.42,0.59,0.27,0.2,0.33,NA,0.14,0.04,0.12,0.29,0.12,0.5,0.11,0.1,0.04,0.17,0.13,0.13,0.13,0.23,0.28,0.11,0.18,0.21,0.31,0.11,0.03,NA,0.15,0.05,0.19,0.24,0.24,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1413,0.2,0.22,0.15,NA,NA,NA,0.15,NA,NA,NA,0.09,0.07,0.1,NA,0.36,0.11,NA,NA,NA,0.09,NA,NA,NA,0.21,NA,NA,NA,0.17,0.2,0.28,0.29,0.15,0.19,0.16,0.23,0.27,NA,0.16,0.18,NA,NA,NA,NA,0.19,0.24,NA,0.18,0.32,NA,NA,0.31,0.25,0.4,0.27,0.4,0.32,0.13,0.23,0.14,0.36,0.08,0.2,0.13,0.13,0.13,0.36,0.27,0.12,NA,0.17,0.11,NA,NA,0.18,0.11,0.18,0.12,NA,NA,NA,NA,NA,NA,NA,0.27,0.29,0.31,NA,0.49,0.32,0.48,0.22,0.2,0.34,NA,0.1,0.04,0.13,0.26,0.12,0.38,0.11,0.1,0.06,0.17,0.4,0.1,0.15,0.09,0.24,0.28,0.2,0.1,0.22,0.1,0.03,NA,0.12,0.05,0.17,0.19,0.2,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1414,0.2,0.21,0.16,NA,NA,NA,0.23,NA,NA,NA,0.06,0.06,0.14,NA,0.22,0.17,NA,NA,NA,0.09,NA,NA,NA,0.21,NA,NA,NA,0.2,0.2,0.29,0.21,0.31,0.24,0.1,0.23,0.3,NA,0.14,0.13,NA,NA,NA,NA,0.16,0.2,NA,0.21,0.4,NA,NA,0.28,0.24,0.33,0.24,0.48,0.39,0.15,0.27,0.15,0.29,0.09,0.27,0.14,0.2,0.16,0.38,0.38,0.16,NA,0.18,0.1,NA,NA,0.19,0.16,0.15,0.1,NA,NA,NA,NA,NA,NA,NA,0.29,0.29,0.32,NA,0.32,0.27,0.34,0.27,0.21,0.21,NA,0.11,0.05,0.16,0.27,0.21,0.31,0.1,0.07,0.08,0.27,0.24,0.12,0.21,0.17,0.4,0.22,0.23,0.15,0.29,0.08,0.06,NA,0.08,0.05,0.3,0.27,0.19,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1415,0.14,0.2,0.24,NA,NA,NA,0.2,NA,NA,NA,0.13,0.16,0.18,NA,0.43,0.2,NA,NA,NA,0.1,NA,NA,NA,0.28,NA,NA,NA,0.21,0.19,0.38,0.27,0.36,0.31,0.15,0.25,0.22,NA,0.29,0.18,NA,NA,NA,NA,0.26,0.24,NA,0.19,0.36,NA,NA,0.37,0.2,0.34,0.3,0.53,0.38,0.19,0.28,0.17,0.33,0.11,0.31,0.12,0.17,0.15,0.46,0.41,0.16,NA,0.24,0.11,NA,NA,0.17,0.17,0.15,0.08,NA,NA,NA,NA,NA,NA,NA,0.27,0.37,0.37,NA,0.3,0.22,0.49,0.2,0.2,0.24,NA,0.17,0.07,0.19,0.36,0.16,0.49,0.18,0.08,0.14,0.28,0.2,0.19,0.16,0.16,0.4,0.2,0.25,0.19,0.44,0.1,0.09,NA,0.12,0.06,0.25,0.21,0.26,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1416,0.14,0.17,0.16,NA,NA,NA,0.23,NA,NA,NA,0.13,0.09,0.12,NA,0.37,0.12,NA,NA,NA,0.11,NA,NA,NA,0.31,NA,NA,NA,0.27,0.23,0.42,0.25,0.36,0.22,0.2,0.22,0.24,NA,0.18,0.23,NA,NA,NA,NA,0.26,0.27,NA,0.13,0.34,NA,NA,0.3,0.16,0.28,0.22,0.34,0.3,0.21,0.31,0.15,0.44,0.11,0.27,0.11,0.13,0.11,0.38,0.51,0.17,NA,0.23,0.09,NA,NA,0.22,0.15,0.14,0.1,NA,NA,NA,NA,NA,NA,NA,0.26,0.28,0.34,NA,0.25,0.27,0.46,0.2,0.18,0.23,NA,0.16,0.06,0.17,0.32,0.11,0.38,0.19,0.05,0.16,0.22,0.32,0.15,0.08,0.11,0.28,0.2,0.21,0.19,0.33,0.07,0.09,NA,0.17,0.05,0.1,0.11,0.37,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1417,0.22,0.27,0.18,NA,NA,NA,0.23,NA,NA,NA,0.1,0.11,0.16,NA,0.4,0.12,NA,NA,NA,0.15,NA,NA,NA,0.33,NA,NA,NA,0.24,0.25,0.52,0.25,0.35,0.3,0.18,0.28,0.37,NA,0.24,0.21,NA,NA,NA,NA,0.2,0.26,NA,0.21,0.38,NA,NA,0.37,0.27,0.44,0.19,0.51,0.39,0.24,0.26,0.14,0.43,0.12,0.31,0.16,0.15,0.23,0.43,0.52,0.23,NA,0.23,0.1,NA,NA,0.24,0.2,0.19,0.1,NA,NA,NA,NA,NA,NA,NA,0.33,0.37,0.45,NA,0.35,0.38,0.48,0.29,0.22,0.35,NA,0.18,0.09,0.21,0.41,0.29,0.39,0.16,0.07,0.09,0.37,0.2,0.11,0.17,0.18,0.32,0.24,0.28,0.25,0.48,0.21,0.13,NA,0.34,0.14,0.32,0.29,0.36,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1418,0.24,0.2,0.2,NA,NA,NA,0.25,NA,NA,NA,0.12,0.07,0.14,NA,0.49,0.16,NA,NA,NA,0.15,NA,NA,NA,0.38,NA,NA,NA,0.31,0.3,0.49,0.35,0.39,0.33,0.17,0.34,0.36,NA,0.23,0.27,NA,NA,NA,NA,0.25,0.4,NA,0.16,0.42,NA,NA,0.46,0.19,0.48,0.27,0.53,0.3,0.15,0.19,0.15,0.6,0.1,0.36,0.12,0.16,0.2,0.58,0.62,0.22,NA,0.2,0.11,NA,NA,0.28,0.17,0.21,0.08,NA,NA,NA,NA,NA,NA,NA,0.47,0.38,0.39,NA,0.45,0.47,0.66,0.26,0.28,0.37,NA,0.17,0.12,0.13,0.38,0.27,0.51,0.19,0.05,0.09,0.27,0.29,0.25,0.17,0.22,0.27,0.24,0.37,0.3,0.41,0.23,0.06,NA,0.25,0.09,0.3,0.36,0.45,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1419,0.17,0.12,0.12,NA,NA,NA,0.28,NA,NA,NA,0.11,0.07,0.09,NA,0.35,0.14,NA,NA,NA,0.12,NA,NA,NA,0.37,NA,NA,NA,0.27,0.35,0.54,0.23,0.26,0.19,0.16,0.21,0.32,NA,0.2,0.25,NA,NA,NA,NA,0.24,0.23,NA,0.16,0.36,NA,NA,0.35,0.2,0.4,0.19,0.42,0.28,0.13,0.2,0.18,0.37,0.09,0.23,0.12,0.2,0.1,0.44,0.55,0.23,NA,0.19,0.15,NA,NA,0.19,0.12,0.15,0.07,NA,NA,NA,NA,NA,NA,NA,0.36,0.33,0.33,NA,0.3,0.33,0.62,0.32,0.26,0.47,NA,0.11,0.1,0.16,0.29,0.15,0.5,0.15,0.07,0.09,0.24,0.3,0.11,0.11,0.13,0.21,0.2,0.25,0.17,0.27,0.13,0.04,NA,0.17,0.04,0.23,0.14,0.41,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1420,0.21,0.22,0.19,NA,NA,NA,0.24,NA,NA,NA,0.17,0.1,0.12,NA,0.4,0.18,NA,NA,NA,0.14,NA,NA,NA,0.44,NA,NA,NA,0.31,0.37,0.51,0.19,0.38,0.28,0.24,0.32,0.32,NA,0.18,0.2,NA,NA,NA,NA,0.23,0.29,NA,0.2,0.5,NA,NA,0.48,0.27,0.42,0.3,0.51,0.37,0.26,0.33,0.21,0.4,0.14,0.28,0.17,0.2,0.15,0.46,0.59,0.26,NA,0.32,0.19,NA,NA,0.29,0.2,0.19,0.11,NA,NA,NA,NA,NA,NA,NA,0.48,0.33,0.45,NA,0.39,0.53,0.66,0.39,0.32,0.46,NA,0.28,0.13,0.2,0.4,0.24,0.54,0.16,0.13,0.18,0.35,0.46,0.27,0.2,0.28,0.29,0.26,0.38,0.45,0.54,0.29,0.16,NA,0.34,0.09,0.26,0.27,0.42,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,TRUE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE
